Age,Reliability,Children,Income,Evidence of active listening,Yearly_equip_failure,Contract,Techie,Churn
52,3,1,64756.4,3,0,0,0,0
30,5,0,17666.42,2,0,1,0,0
47,3,1,12116.02,3,0,1,1,0
72,3,1,17974.85,4,0,2,0,0
80,4,0,32843.32,3,1,1,0,0
70,1,1,27246.52,1,1,2,0,0
70,5,2,50998.03,4,0,0,0,0
18,4,9,44682.25,4,0,2,0,0
24,4,0,47522.52,1,1,2,0,0
80,3,1,35866.89,1,1,1,0,1
62,2,4,23498.57,3,1,1,0,0
27,4,0,42924.08,3,0,1,0,0
79,4,1,12434.17,3,0,1,0,0
68,2,3,5512.35,6,1,1,0,0
28,5,0,4241.63,2,0,2,0,0
37,2,1,11320.55,3,2,0,0,0
20,4,0,8985.14,3,2,1,0,1
85,3,3,39270.14,5,0,0,0,0
72,3,0,6527.16,4,0,1,0,0
59,3,3,22445.76,5,0,1,0,1
58,4,0,123006.6,3,1,1,0,0
68,3,0,43854.96,2,2,2,0,0
60,4,0,33554.51,3,0,1,0,0
86,3,0,34511.01,3,2,2,1,0
81,3,2,46320.17,3,0,0,0,0
67,3,0,39372.66,6,0,0,0,0
36,4,10,15625.8,3,1,1,0,0
53,4,0,73918.19,4,1,2,1,0
77,5,0,57201.64,2,0,1,0,0
62,2,3,32213.28,3,2,1,0,0
76,3,2,28039.99,4,0,1,0,0
85,5,2,64849.52,4,1,1,0,0
31,3,10,6814.71,2,0,0,0,1
25,4,1,12097.74,4,0,1,0,0
76,3,1,21066.44,4,1,2,0,1
76,5,0,23274.77,3,1,1,1,0
70,5,0,25666.63,4,0,0,0,0
26,5,1,159532.5,3,0,2,1,0
61,3,4,23595.65,2,0,2,0,0
89,2,7,14731.91,4,0,2,0,0
83,2,8,30885.95,4,1,0,0,0
62,3,2,47333.98,3,0,2,1,0
43,2,2,20496.34,1,1,0,1,0
57,5,1,51151.76,5,1,2,0,0
62,4,1,33446.77,2,0,1,1,0
68,3,4,17235.3,4,1,2,0,0
40,1,1,48168.63,2,0,1,0,0
55,3,4,56225.75,4,0,0,0,0
59,4,0,63841.07,3,1,0,0,0
60,5,2,45913.33,4,0,2,1,0
35,3,4,25010.43,4,0,0,0,0
68,3,3,35053.31,5,0,1,0,0
60,4,1,69158.18,3,1,2,0,0
27,4,3,16276.54,5,0,1,0,0
33,3,0,43895.22,3,0,0,0,0
75,3,0,31570.14,3,0,0,0,0
37,3,3,58783.8,3,1,2,0,0
56,3,1,42369.14,3,1,1,0,0
68,4,1,18386.57,3,0,1,0,0
30,3,4,28791.24,2,0,1,0,0
83,4,1,63881.41,3,0,2,0,0
64,3,3,52153.53,4,0,1,0,0
89,3,0,33067.37,4,0,0,0,0
84,4,3,15763.55,4,0,1,0,0
80,4,5,47832.37,3,0,0,0,0
69,3,2,43374.14,3,0,1,0,0
42,2,1,90756.87,3,0,1,0,0
70,3,2,7172.86,3,1,1,1,0
29,4,2,98425.53,4,0,1,0,0
43,4,3,72214.56,3,0,0,0,0
78,2,0,26077.57,5,1,1,0,0
49,5,4,25371.48,4,1,1,0,0
72,3,1,107804.6,3,1,0,0,0
76,3,0,22875.95,3,0,1,0,0
53,5,3,37808.3,4,0,2,0,0
54,4,1,42630.35,2,1,1,0,0
79,1,1,22192.77,4,0,1,0,0
41,3,3,21874.98,4,0,0,0,0
57,4,6,14636.41,5,0,1,0,0
21,4,0,63870.16,5,0,1,0,0
41,4,0,67694.49,2,0,1,0,0
84,2,4,64140.04,4,0,2,1,0
72,3,0,65966.95,3,0,2,0,0
76,4,1,9880.38,4,1,2,0,0
25,3,1,37513.71,2,0,1,1,0
80,4,0,44608.56,4,0,1,1,1
65,4,0,61583.24,5,0,2,1,0
23,3,4,66612.08,2,0,1,1,0
19,4,5,11609.18,4,0,1,0,0
42,6,2,37588.44,4,0,1,1,1
74,2,0,72753.32,2,2,1,0,0
25,2,3,150264.3,4,0,2,0,0
32,3,4,12226.89,2,1,1,0,0
48,3,0,83831.61,2,0,2,0,0
73,4,2,49768.03,3,2,1,0,0
24,4,1,56969.75,4,0,1,0,0
78,3,5,49914.94,2,1,1,0,0
33,3,1,35214.65,2,1,2,0,0
55,2,0,70752.94,3,1,1,0,0
51,3,4,33733.53,3,0,1,0,0
82,4,7,28028.85,4,0,2,0,0
76,3,3,83600.69,4,0,1,0,0
20,3,0,19345.8,4,0,2,0,0
40,3,4,54364.66,1,2,1,0,0
30,4,2,8930.13,5,0,1,0,0
69,3,10,83444.23,2,0,0,0,0
75,4,0,29611.97,4,1,1,0,1
29,5,2,41443.63,4,0,2,0,0
43,5,0,59563.85,2,2,1,0,0
84,2,4,33883.79,4,0,2,0,0
54,4,1,60703.43,4,0,1,0,0
82,3,3,43826.83,3,2,0,0,0
49,4,4,10937.24,4,1,2,0,0
38,3,1,11991.16,3,0,1,0,0
66,3,1,101307.0,3,0,0,0,0
26,2,3,14808.26,3,0,2,1,0
40,3,1,44406.69,3,0,2,1,0
20,5,0,36004.39,4,0,1,0,0
20,3,1,6733.76,3,1,1,0,0
39,3,4,11391.52,3,0,1,0,0
59,3,3,126572.7,2,0,0,0,0
47,4,4,16834.95,3,1,1,0,0
42,2,2,33146.51,3,0,0,0,0
37,4,4,32947.81,3,0,2,0,0
74,5,2,18809.09,2,0,0,1,0
89,4,2,46337.92,3,0,0,0,0
50,4,3,66604.21,6,0,1,0,0
42,3,3,15872.42,3,0,0,0,0
35,3,0,65755.81,4,3,1,0,0
55,4,2,50217.94,4,0,0,0,0
25,3,1,15611.4,4,0,2,0,0
75,4,0,75249.62,3,1,0,0,0
80,4,3,20901.9,2,0,2,0,0
79,2,6,24023.55,3,1,1,1,0
46,3,2,19367.71,3,1,2,0,0
36,4,3,59084.69,2,0,1,0,0
25,3,2,47909.98,4,3,2,1,0
61,3,2,41983.7,2,0,1,0,0
26,2,0,22514.47,4,0,1,0,1
63,4,0,20189.82,4,0,1,0,1
39,5,0,94246.4,4,1,2,0,0
22,3,0,16648.35,5,0,2,0,0
60,4,0,24024.91,3,1,0,0,0
40,6,1,23375.97,4,0,1,0,0
78,4,9,16647.06,3,0,1,0,0
76,4,5,42411.01,4,0,1,0,1
58,5,0,15635.34,4,0,2,0,0
42,5,0,105745.6,3,0,1,0,0
40,3,4,8434.43,2,0,1,0,0
52,5,3,13933.32,5,1,1,0,0
23,4,3,26214.55,5,0,0,0,0
57,4,1,48074.79,3,0,1,0,0
51,3,5,13269.12,3,2,1,0,0
38,4,4,42215.28,4,1,0,0,0
75,5,6,41305.22,4,0,0,0,0
46,3,7,22585.74,4,2,1,0,0
73,3,2,36841.04,1,0,1,1,1
26,5,0,20522.76,4,0,2,0,0
69,4,2,28900.26,3,1,0,0,0
51,3,6,30820.29,5,0,1,1,1
75,4,3,35671.63,3,1,0,1,0
50,4,4,45042.86,2,0,0,0,0
81,3,0,24225.45,4,0,1,0,0
20,3,0,11079.6,5,1,1,0,0
37,3,5,66230.63,4,1,1,0,0
19,3,0,15231.39,5,1,0,0,0
50,3,1,22476.44,4,0,0,0,0
21,5,0,25888.53,2,0,0,0,0
76,4,3,41753.09,1,0,0,0,0
54,4,8,18124.5,4,0,2,0,0
62,3,4,43293.26,3,0,0,0,0
22,5,4,8214.65,4,1,1,0,0
83,4,5,28019.03,6,1,1,0,0
51,4,2,34919.71,3,0,2,1,0
72,2,1,19056.07,3,0,2,0,0
84,2,3,16602.2,3,0,1,0,0
44,2,1,22549.82,3,1,0,1,0
40,3,3,17078.58,4,0,1,0,0
68,5,0,59261.2,4,0,2,0,0
35,2,0,3938.24,1,0,1,0,0
71,3,0,13824.18,3,0,2,0,0
48,5,3,46769.27,4,1,1,1,0
89,4,4,34534.92,6,0,0,0,0
24,3,7,19228.8,5,1,0,0,0
61,3,6,37028.57,2,2,1,0,0
75,5,1,4522.89,4,1,1,0,0
84,2,3,7878.24,3,0,2,0,0
64,4,0,83910.59,3,0,0,0,0
46,3,1,20327.16,3,0,1,0,0
73,5,1,14181.4,4,1,1,0,0
69,3,1,84009.73,2,0,1,0,0
61,3,6,68395.96,4,0,2,0,0
38,3,1,33780.14,3,0,2,0,0
22,2,1,16804.27,3,0,1,0,0
85,3,4,66183.72,4,1,1,0,0
86,4,1,7564.31,4,0,1,0,0
87,2,1,27615.28,3,0,2,0,0
26,3,4,50930.19,4,0,1,0,0
32,3,4,42635.51,6,1,0,0,0
31,3,6,12734.05,5,0,1,0,0
41,3,2,58162.66,5,0,1,0,0
52,5,1,28613.3,4,1,1,0,0
65,4,1,42953.62,3,0,1,0,0
24,3,1,85647.87,3,0,1,0,0
52,4,4,58120.56,3,0,1,0,0
81,4,6,24835.35,4,0,1,0,0
79,4,4,113254.1,4,0,0,0,0
71,5,8,29226.84,3,0,0,0,0
30,2,0,26412.67,3,0,1,0,0
25,4,7,61257.0,2,0,1,0,0
31,5,2,44622.42,3,1,0,0,0
43,5,1,65548.03,5,0,1,0,0
30,2,0,117867.2,3,1,0,0,0
36,5,5,23994.35,4,0,0,0,0
39,5,1,23441.22,2,0,0,0,0
32,2,7,61649.66,4,0,0,0,0
65,3,4,11404.4,3,0,1,0,0
70,5,0,25213.39,4,0,1,1,0
40,4,3,25977.73,4,0,1,0,0
27,4,0,43778.76,3,1,2,0,0
86,5,10,6550.77,6,0,0,0,0
45,5,4,51257.19,3,0,1,0,0
89,1,1,68319.38,2,1,0,0,0
75,4,2,1785.94,3,0,1,0,0
31,5,7,30153.27,4,0,1,0,0
35,4,0,15393.51,4,1,0,0,0
87,5,2,28749.22,3,1,2,0,0
86,5,0,35557.53,5,0,1,0,0
69,2,1,21963.27,3,1,1,1,0
89,3,1,22049.22,4,2,2,0,0
21,3,3,31881.36,4,0,2,0,1
56,4,1,126024.3,5,0,2,0,0
65,2,0,31896.6,4,1,2,1,0
22,2,1,10588.62,2,0,2,0,0
32,3,0,6636.93,4,0,0,0,0
74,4,1,14396.37,3,0,2,0,0
73,3,2,45926.27,3,1,2,0,0
86,5,9,55361.14,3,1,0,0,0
55,4,1,73186.39,4,0,2,0,0
72,2,0,51574.81,3,2,1,0,0
53,5,2,33653.85,4,2,2,0,0
51,3,8,9255.14,3,0,1,0,0
78,2,3,12430.83,4,0,2,0,0
53,5,3,31757.09,4,1,1,0,0
39,4,1,18234.2,4,0,1,0,0
86,4,5,85549.31,2,0,2,0,0
71,5,1,92095.69,4,0,2,0,0
58,3,2,126805.9,4,0,0,0,0
34,3,3,46502.45,4,0,1,0,1
48,4,5,36405.73,5,0,2,0,0
64,4,2,16652.32,5,1,1,1,0
27,2,0,29935.05,2,0,1,0,0
30,5,2,71002.71,5,1,1,0,0
84,4,0,146536.7,3,0,1,0,0
70,3,0,78356.31,3,1,1,0,0
74,3,2,12001.77,4,0,1,0,0
76,5,1,61256.1,3,1,2,0,0
85,3,0,22211.67,4,0,1,0,0
49,4,3,25777.72,3,0,2,0,0
52,4,0,25046.32,3,0,1,0,0
75,3,0,19565.53,5,0,2,0,0
88,3,10,1469.25,4,0,2,0,0
62,5,4,32735.23,3,1,1,0,0
68,4,1,29434.53,3,0,0,0,0
65,5,2,29315.85,4,1,1,0,0
84,3,3,36752.22,4,0,0,0,0
55,3,1,9183.89,3,1,2,0,0
80,3,2,11602.24,3,0,0,0,0
36,6,5,24779.5,3,1,0,0,0
47,4,0,11185.44,2,0,2,0,0
33,4,1,12908.92,4,0,0,1,0
24,3,0,26774.77,4,0,1,0,0
34,4,4,38674.95,3,0,1,0,0
25,3,1,60460.44,5,0,1,0,0
59,4,3,68057.33,4,1,2,0,0
35,2,1,27361.32,4,0,2,0,0
34,3,1,64687.11,3,0,0,0,0
36,3,0,12197.3,3,1,1,0,0
53,4,1,26921.3,5,1,1,0,1
54,4,0,53517.26,5,1,1,0,0
32,4,1,20550.44,3,1,0,0,0
88,2,3,56876.26,3,2,0,1,0
43,4,0,64936.87,5,1,2,0,0
66,2,0,19106.09,1,1,2,0,0
30,4,0,51568.29,3,0,1,1,0
65,4,1,52729.62,4,0,2,0,0
63,4,1,18438.94,3,0,2,0,0
28,3,3,31547.84,3,0,1,0,0
69,5,1,37021.79,3,1,2,0,0
69,4,3,95360.44,6,0,2,1,0
67,5,0,18269.73,4,0,1,0,0
48,4,3,23778.28,2,0,0,1,0
85,4,1,5425.34,4,0,2,0,0
72,5,1,19903.1,3,0,2,0,0
52,4,1,22058.82,4,0,2,0,0
75,1,2,4640.91,2,0,1,0,1
18,5,1,20164.01,4,0,1,0,0
21,4,4,33488.35,2,0,2,0,0
84,4,1,25750.6,4,0,1,0,0
78,3,10,33298.78,3,0,1,0,0
37,3,3,21599.58,3,0,1,0,0
20,4,1,20843.03,5,1,2,0,0
26,3,0,63352.12,4,0,0,0,0
52,2,0,31234.72,3,0,1,0,0
71,3,2,69232.25,2,0,1,0,0
49,3,0,71166.06,2,1,2,0,0
76,3,3,19546.62,2,0,0,0,0
67,3,2,24367.72,3,0,1,0,0
56,4,1,43492.61,4,1,0,0,0
51,4,1,111442.1,5,0,1,0,0
72,4,2,53458.43,4,0,0,0,0
66,3,1,16769.53,4,0,1,0,0
43,3,0,12944.52,3,0,1,1,0
24,2,1,18336.35,2,0,1,0,0
46,3,1,23456.98,2,1,0,1,0
45,4,1,20316.98,4,0,2,0,0
71,4,2,68803.52,4,0,1,1,0
51,3,3,43850.44,3,1,1,1,1
45,4,3,12616.3,3,0,2,0,0
71,5,0,43468.48,3,0,0,0,0
87,4,2,20782.03,4,0,1,1,0
58,3,0,18436.32,2,0,1,1,0
53,4,1,44554.14,4,0,2,0,0
60,3,3,42104.22,4,0,2,0,0
38,4,0,26353.03,5,0,1,0,0
76,4,0,35415.95,4,0,1,0,0
48,3,0,18498.45,4,0,2,0,0
45,4,2,43096.85,3,0,1,0,0
68,3,4,146590.9,5,0,2,0,0
23,4,0,12881.49,3,1,1,0,0
80,3,0,12473.92,4,0,1,0,0
44,3,4,14876.79,4,0,2,0,0
19,3,0,5156.97,3,0,2,0,0
47,4,5,4986.92,3,0,1,0,0
63,3,3,35901.58,5,1,1,0,0
30,4,4,38373.52,4,1,1,1,0
71,3,0,92399.2,3,0,1,0,0
46,3,0,9310.14,4,0,1,0,0
70,4,3,45249.29,3,0,1,0,0
24,5,8,39594.01,4,0,1,0,0
25,3,1,48702.23,3,0,2,0,0
62,4,1,20921.95,5,1,0,0,0
30,4,1,52758.91,4,0,0,0,0
67,2,0,17899.79,3,0,2,0,0
73,3,1,45512.2,5,0,2,0,0
66,3,1,72870.66,4,1,1,1,0
74,4,3,19659.9,4,1,2,0,0
65,3,0,18833.25,2,1,0,0,0
54,4,0,80751.69,5,0,1,0,0
34,3,8,47088.97,3,1,1,0,0
87,5,1,38131.01,2,0,0,0,0
37,3,1,63467.94,3,0,0,0,0
24,3,8,59226.92,3,1,0,0,0
41,4,1,15651.78,3,1,0,0,0
88,5,1,87907.66,4,0,2,0,0
30,3,4,51460.33,4,3,1,0,0
64,4,2,10471.59,3,0,0,1,0
66,4,0,43588.1,4,0,2,0,0
55,3,1,12702.36,4,0,1,0,0
76,1,1,25350.75,4,0,1,0,1
29,5,0,6988.17,3,0,1,0,0
41,5,2,23120.09,4,0,1,0,0
26,3,0,10064.84,4,0,1,0,0
76,4,2,29993.81,2,0,1,0,0
32,4,1,19594.02,3,1,0,0,0
61,3,2,43750.46,5,0,1,0,0
19,3,3,63977.13,2,0,1,0,0
39,2,1,48908.22,2,0,2,0,0
41,3,1,13549.81,4,1,2,0,0
26,2,6,31716.91,3,1,2,0,0
47,3,3,13978.55,3,1,1,0,0
44,3,2,51669.46,5,2,1,0,0
55,4,3,23095.6,5,0,1,0,0
19,4,4,12378.01,3,1,2,0,0
19,4,8,70962.7,3,1,0,1,0
29,3,1,26661.36,5,1,1,0,0
48,4,0,26480.5,4,0,1,0,0
25,3,2,41467.56,5,0,1,0,0
74,5,3,23519.01,4,0,2,0,0
88,4,6,82535.24,5,0,0,0,0
37,4,0,25050.64,5,1,0,0,0
84,3,1,42034.08,3,0,1,0,0
53,2,0,17413.73,2,0,1,0,0
45,4,3,63708.34,3,0,1,1,0
31,5,0,23191.81,5,0,0,0,0
36,4,3,19364.23,3,0,1,0,1
73,4,0,9950.46,4,0,1,0,0
65,5,3,52360.6,3,3,1,0,0
85,3,5,65012.85,4,0,2,0,0
60,3,1,105005.6,3,0,1,0,0
71,4,3,10922.91,4,1,2,0,0
89,3,2,54859.16,3,0,0,0,0
62,4,9,9230.18,2,0,1,0,0
65,4,4,37004.73,5,0,1,0,0
37,5,0,23239.84,5,0,2,0,0
55,5,3,14106.94,4,0,0,0,0
60,6,3,29753.9,4,0,0,1,0
76,4,1,9802.05,3,2,2,0,0
35,5,3,45166.7,4,1,1,0,0
72,3,2,14761.9,4,2,2,1,0
79,6,1,113593.3,4,0,1,0,1
73,3,1,20618.01,3,0,0,0,0
54,2,1,52756.23,4,1,1,1,0
82,5,3,89484.89,4,0,1,0,0
43,3,0,6825.46,3,0,0,0,0
71,5,1,29732.11,4,0,1,0,0
74,4,1,23283.85,4,0,1,1,0
78,3,1,83983.27,3,1,1,1,1
27,4,1,4498.71,2,0,1,1,0
78,3,0,51371.19,4,1,2,0,0
18,4,4,16151.73,5,1,0,0,0
18,4,1,30686.01,4,0,1,1,0
52,3,3,20240.87,4,0,0,0,0
35,5,3,3157.81,2,2,2,0,0
38,3,3,62064.97,4,0,1,0,0
37,3,5,47777.77,3,0,1,0,0
89,2,1,28658.87,3,1,2,0,0
51,3,4,30913.36,3,1,0,0,0
84,4,4,54091.65,4,2,2,0,0
49,4,1,11267.89,4,2,0,0,0
85,5,1,22535.7,3,0,2,0,0
37,4,8,30049.79,2,1,1,0,0
60,4,2,13547.69,5,0,1,0,0
73,4,0,46826.7,3,0,2,0,0
43,6,1,21569.82,2,0,1,0,0
24,3,4,113912.9,4,0,1,0,0
29,4,0,35989.93,5,0,2,0,0
25,5,2,23449.18,5,1,2,0,0
57,5,8,33692.36,4,1,1,0,0
79,5,0,74519.58,4,0,1,1,0
62,3,0,25647.81,4,0,0,0,0
32,3,1,44165.04,3,0,1,1,1
24,5,2,37694.14,3,1,0,1,0
57,2,0,21253.32,1,0,1,0,0
75,3,3,49737.57,6,0,2,0,0
23,2,1,70354.12,3,0,0,1,0
71,2,0,48628.18,3,0,1,0,0
68,3,3,33056.02,5,0,1,0,0
20,6,3,20215.1,5,0,0,0,0
47,2,1,35305.34,4,0,2,0,0
54,4,0,78242.35,3,0,1,0,0
35,3,3,37955.41,2,1,1,1,0
56,5,0,7203.02,2,0,1,1,0
79,4,6,22243.66,3,0,1,1,0
78,5,0,52286.02,3,0,1,0,0
65,4,3,20138.55,3,1,1,0,0
47,4,4,28226.03,5,0,0,0,0
61,5,4,12170.42,3,0,1,0,0
30,4,3,20769.65,3,0,1,0,0
46,2,8,17847.64,4,2,1,0,0
40,4,4,27211.31,1,0,1,0,1
57,4,1,79248.45,3,0,0,0,1
41,4,3,11388.33,4,1,1,0,0
34,4,8,103098.0,4,0,1,0,0
83,3,2,43672.55,3,2,1,0,0
67,4,8,24088.27,4,0,1,0,0
53,3,0,10475.58,4,1,2,0,0
72,3,3,32596.51,3,0,2,0,0
43,3,0,12824.19,4,0,1,1,0
74,3,3,18785.9,3,1,1,0,0
78,4,1,25684.14,3,0,1,0,0
24,4,2,64277.43,5,0,1,0,0
75,4,5,85614.86,4,1,0,0,0
35,5,2,17300.45,4,0,1,0,0
80,3,8,25324.77,3,0,1,0,1
74,3,0,70618.67,4,0,1,0,0
33,2,0,22295.17,3,0,1,0,0
67,4,0,32672.77,6,0,1,0,0
39,4,1,119599.4,2,0,1,1,0
32,2,0,52543.98,3,0,2,0,0
43,2,0,34471.13,3,0,0,0,0
25,1,5,39654.43,4,1,1,0,0
89,2,0,24220.94,5,0,1,0,0
65,4,0,52905.61,4,1,1,0,0
76,3,4,47254.65,2,0,1,1,0
58,4,1,24040.95,3,0,0,0,0
72,3,1,72654.19,2,0,0,0,0
28,3,7,58391.65,3,0,2,0,0
52,3,3,10892.54,4,1,2,1,0
89,5,0,22554.89,3,0,1,0,0
57,2,4,57497.76,3,0,1,0,0
38,3,2,57108.11,2,1,1,0,0
30,3,1,2468.7,3,0,2,0,0
22,5,1,17563.31,5,0,1,0,0
27,3,6,74305.5,4,0,0,1,0
36,3,1,31962.04,5,1,2,0,0
85,3,1,146600.8,2,1,1,0,0
84,5,6,9275.55,2,2,0,0,0
31,2,0,19683.44,4,0,1,0,0
82,3,2,18679.11,3,0,1,0,0
87,3,3,5043.14,5,0,1,0,0
75,4,3,17740.18,3,0,1,0,0
70,4,0,46656.47,3,0,1,0,0
19,5,2,13240.53,4,0,0,0,0
77,4,1,42679.8,5,0,2,0,0
80,3,3,14009.63,4,0,0,0,0
70,5,1,52171.43,3,0,1,0,0
33,2,0,32076.79,4,0,0,0,0
54,5,2,27479.16,5,1,1,0,0
23,4,3,37542.28,2,0,2,0,0
58,4,4,5026.38,4,1,1,0,1
41,2,2,23024.38,4,0,0,0,0
55,4,1,93186.26,3,1,2,1,0
59,3,4,61395.66,3,0,1,1,0
80,4,4,53563.03,4,0,2,0,0
84,4,0,27123.66,4,0,1,1,0
60,5,1,17595.42,4,0,2,0,0
24,4,7,6695.49,3,0,2,0,0
61,5,4,34411.1,4,1,2,0,0
68,3,2,25568.0,3,0,2,0,0
49,4,2,73309.86,6,0,1,0,0
71,3,1,25190.07,4,2,2,0,0
32,1,5,22117.1,2,0,0,1,0
58,5,0,24526.83,5,0,2,0,0
35,6,1,52337.71,5,0,1,0,0
31,3,0,80309.69,2,1,0,0,0
43,4,1,89970.37,4,1,1,0,1
19,3,1,36574.47,3,0,1,1,0
53,3,0,31894.71,4,1,2,0,0
41,4,2,27472.28,3,0,2,0,0
50,4,0,39651.69,3,0,2,0,0
77,1,1,4489.66,3,0,1,0,0
56,3,7,42789.24,5,1,2,0,0
55,4,2,23279.78,4,1,0,0,0
27,3,0,29353.41,5,0,0,0,0
68,5,1,35741.44,3,0,2,1,0
61,4,1,32502.96,4,2,1,0,0
37,3,4,26887.33,3,0,2,0,0
23,3,1,53640.47,3,0,1,0,0
33,3,8,94258.71,3,0,0,0,0
88,5,3,30836.33,2,1,1,0,0
74,3,0,164529.0,5,0,1,0,1
25,2,1,43088.83,2,1,0,0,0
68,2,2,14038.55,4,0,2,1,0
83,4,4,13285.84,2,0,1,0,0
62,4,1,6759.91,4,1,1,0,0
20,3,3,40074.01,4,0,2,0,0
23,4,0,6820.51,5,1,1,0,0
76,5,2,114044.9,4,0,0,0,0
55,2,2,22716.52,5,1,1,0,0
58,5,1,52797.42,5,0,2,0,1
84,3,0,17260.93,4,1,1,0,0
77,5,2,62292.07,4,0,0,0,0
56,5,0,6435.12,3,1,1,0,0
22,3,6,100257.6,5,0,2,0,0
63,2,0,23355.34,5,0,0,0,0
36,4,6,52413.54,4,0,0,1,0
61,2,1,27720.47,3,0,0,1,0
76,4,0,43216.69,4,0,1,0,0
85,4,5,24029.52,3,0,1,0,0
33,4,7,60815.04,2,0,2,0,0
49,3,1,8692.66,3,0,1,0,0
61,4,0,29727.21,3,0,1,0,0
72,5,0,27058.36,5,0,1,0,0
53,4,4,49125.36,4,1,1,0,0
85,3,0,65640.28,4,0,0,0,0
77,2,4,33567.58,4,0,1,0,0
53,5,0,20832.66,4,2,2,0,0
71,4,4,20631.55,3,0,0,1,0
88,3,1,55933.65,5,0,1,1,0
42,4,0,32929.09,3,1,1,0,0
44,4,5,16465.85,4,0,2,0,0
25,5,0,22821.11,2,1,1,0,0
53,2,4,35950.39,3,0,0,0,0
43,5,10,107341.5,5,0,0,0,0
51,3,3,10770.7,4,3,0,0,0
28,3,3,25747.86,6,0,1,0,0
53,3,2,4978.33,4,0,2,0,0
84,3,3,30407.3,4,0,2,0,0
75,3,1,99132.61,4,0,1,1,0
89,5,0,5435.86,3,0,0,1,0
37,4,0,20406.36,4,0,1,0,0
61,4,0,108956.8,3,1,0,1,1
35,5,3,67999.95,4,0,0,0,0
34,4,1,17175.88,4,2,2,0,0
88,5,1,27192.54,4,0,2,0,0
82,3,1,54381.23,2,0,0,0,0
64,2,1,57498.9,4,1,1,0,1
52,5,0,15358.09,3,2,1,0,0
69,3,0,58722.42,5,1,1,0,1
20,4,2,28990.97,2,0,2,1,0
86,4,2,66115.1,3,0,0,1,0
68,2,5,51061.01,5,0,1,0,0
67,2,2,46704.87,3,1,0,0,0
22,4,4,115758.0,4,0,1,0,0
76,2,0,36398.01,3,0,1,0,0
37,4,0,47833.67,2,0,0,1,0
35,5,0,5644.85,3,0,0,0,0
46,3,1,12619.97,3,0,2,1,0
85,3,1,8667.17,4,0,1,1,0
20,4,9,48552.54,3,0,1,0,0
23,3,1,55153.17,5,0,2,0,0
78,3,1,43174.81,2,0,2,0,0
37,2,1,14976.23,4,0,2,0,0
50,3,1,7369.88,3,0,0,0,0
54,2,2,10992.89,4,0,1,0,1
50,2,4,31421.54,3,0,2,0,0
37,4,8,76587.52,4,1,1,1,1
49,3,2,47836.42,5,0,1,0,1
37,4,1,112961.8,3,1,1,0,0
20,3,1,112839.8,4,0,1,0,0
24,3,2,24879.0,3,0,1,0,0
75,5,3,37720.52,5,0,2,0,0
68,4,0,32738.97,3,0,0,0,0
74,5,3,99699.68,5,0,1,0,0
47,6,2,26920.29,4,1,1,0,0
29,4,0,105294.0,5,1,1,0,0
62,1,3,17495.04,3,1,0,1,0
52,2,3,60011.51,2,0,1,0,0
89,4,0,29453.49,4,1,1,0,0
80,4,2,13973.69,4,1,0,0,0
75,3,1,27106.57,3,0,1,0,0
67,5,1,37390.82,4,0,1,0,0
25,3,3,68500.11,3,0,2,1,0
54,4,2,38962.14,5,0,1,0,0
45,4,10,30450.75,3,0,2,0,0
63,3,1,63719.51,4,0,1,0,1
65,3,2,16949.89,5,0,1,0,0
80,4,2,91629.36,4,0,0,0,0
33,2,0,51477.31,3,1,2,0,0
77,3,1,24934.12,4,1,1,1,0
79,2,1,17965.81,3,0,2,1,0
53,4,2,28702.52,2,0,1,0,0
44,3,6,4954.67,2,2,1,1,0
77,4,0,20312.0,2,0,1,0,0
43,4,9,26492.19,5,0,1,1,0
82,3,3,47909.78,3,0,2,0,0
41,3,0,23995.11,5,0,1,0,1
64,5,2,97871.03,5,0,1,0,0
33,3,0,65978.69,4,0,0,0,0
19,2,2,73093.52,3,0,1,0,0
75,3,2,6736.05,4,1,2,1,0
78,4,2,26865.42,5,0,2,0,0
63,4,3,21303.64,4,0,2,0,0
87,4,2,37885.62,5,0,0,1,0
72,4,1,83201.51,4,2,1,0,0
70,3,0,24188.41,4,0,2,0,0
61,3,0,36205.76,3,0,1,1,1
56,4,1,35791.81,3,1,1,0,0
67,6,1,28757.7,3,0,0,1,0
89,3,0,4263.18,2,0,2,0,0
81,4,3,20178.71,4,0,2,1,0
84,4,1,15721.08,4,1,1,0,1
77,2,2,67619.72,3,0,1,0,0
20,6,1,34759.58,4,0,2,0,0
28,1,2,19948.12,3,0,0,0,0
28,3,0,18305.22,4,0,1,0,0
39,2,2,19542.22,3,2,0,0,0
64,3,1,7569.75,5,1,1,0,0
25,3,1,47027.73,1,1,0,0,0
48,5,4,71899.67,4,1,0,0,0
80,5,0,48733.51,3,1,1,0,0
33,3,1,10199.44,3,0,1,0,0
66,6,1,36559.57,4,0,1,0,0
25,3,3,31545.14,3,0,1,0,0
70,2,1,3971.37,3,0,2,0,0
33,4,3,45795.23,5,0,1,0,0
31,5,0,20213.18,5,1,2,0,0
66,5,0,33674.02,4,1,0,0,0
49,3,0,18852.52,2,1,1,0,0
79,4,1,28297.97,2,0,2,0,0
77,1,0,58131.94,4,0,1,1,0
23,2,0,41709.72,4,0,0,0,0
63,3,1,36727.38,4,0,1,0,0
